math_score,science_score,logical_reasoning,coding_interest,spatial_ability,communication_score,leadership_score,resume_skills_score,career
77.45071229516849,59.82257904269167,75.22429371500228,40.2914204865939,62.92213677547898,71.47309218518586,71.18256639502204,74.80228611759198,3
67.92603548243223,65.41750805419521,74.24985388803499,54.17521529594692,85.190537065234,69.03837656685094,78.44346224777587,86.73192400942335,1
79.71532807151038,61.03928408432286,55.952202312917635,61.19457390561121,67.02719729046522,84.27686134029304,75.11652929925059,47.42142715486557,1
92.84544784612038,71.6562707041918,78.69376332645608,72.24503366387037,71.3585389707646,92.99246712139332,50.83128702710624,96.094084987275,0
66.48769937914996,87.95767797192869,47.64875986635073,85.36243489910318,80.76085909956576,80.30270416201925,67.20669546958109,74.95130176414399,4
66.4879456457623,58.43436764288193,60.18723511359507,80.41203915057646,69.1155488972659,85.17315626755695,79.79169323626365,71.64589613349378,5
93.68819223261087,85.01230746652621,40.013682806532884,52.31012802328772,42.732282125052116,66.73893651540378,76.27060483656895,55.72622801366711,9
81.51152093729362,58.274918914796686,93.37939775444222,64.42431606751522,85.60881256830321,71.88107209208702,58.27194369179163,60.44740326427026,1
62.95788421097572,57.285591812546734,66.52675759082057,71.1456338305385,88.82393244872577,92.2859811039946,76.2385521139666,64.33685253012005,2
78.13840065378947,82.2789192751482,100.0,66.06689313330251,42.53325862599335,77.90067190387343,83.7233387770666,48.61219151403469,2
63.04873460781307,83.82904567011425,82.04424889779243,65.96057161197558,54.35063191507693,66.36955186355776,55.35551445684325,65.27753226719032,6
63.01405369644615,82.77114905143982,76.72147320026536,44.158850130185925,100.0,70.48825832181062,40.596493920811476,56.61809741957046,7
73.62943407349051,50.26303887672788,61.20658458578501,52.70898773290539,73.48052017755867,85.55726935456825,96.61095079610777,80.24436335321995,1
41.30079633013303,63.01073532891924,54.304749464688705,63.955902262910904,70.05326909905547,86.89340515486224,74.73002371116615,24.30725125055053,4
44.12623251230451,82.34482888004982,77.84457360845418,23.601614875822566,63.60424889425644,57.36803287570339,63.14062256663208,66.29444883299222,6
61.56568706138541,70.62312760845842,68.92728986090526,79.60966480014781,54.539460237150486,75.43886912570306,62.62667057559066,55.48465323289338,7
54.80753319498364,53.89460730703804,49.910945267720486,49.409813504333954,67.08373536540425,69.88235736170033,72.20185806285659,70.04025505809615,9
74.71370998892911,76.87476908688163,47.247123752375224,80.30257199897707,84.61634108748567,69.0169622784444,85.61527615782339,100.0,2
56.37963886718183,59.27789111512794,55.61944406284624,78.98374006706365,69.76483060928501,89.95461925646073,47.35317794692771,95.11240536002148,5
48.81544447997062,96.91787272588317,97.31450837899345,61.84460435331424,79.15426128839572,66.4369279015911,63.98583160264384,62.57538416140426,8
91.98473153382331,93.17262193627388,100.0,85.00822488552306,96.48560722759845,61.366343450873174,94.8095112993186,67.21813879640132,3
66.61335549270197,79.06146139533351,73.07483720963364,81.147960173874,61.292827293307106,57.77513043447229,82.36928433730151,57.43251892740258,5
71.01292307031886,90.4151005715466,72.23414194361932,65.3655779374804,74.54312350987662,67.38179603191533,81.08961580832138,67.737052687757,3
48.62877720679815,70.97187025185072,64.95519442255718,63.673605772124525,85.06590341403516,58.97130596832767,76.11544767068341,81.04219029201278,4
61.83425913212226,81.48156241562523,55.98271977535747,86.45849178496535,56.00644549800105,57.02827356191421,74.65721914798756,50.29476908831815,2
71.66383884564799,92.16580442953112,90.62768586410866,73.48020759111496,72.67079242098707,56.65044811499358,62.97737344267382,93.5005899556069,3
52.73509633866546,73.68248022691469,98.10364590845704,85.67045752552214,98.08486786939541,57.54185943839801,61.626752236539616,83.71642709748056,2
75.63547027518509,66.17219242728575,56.598713712410714,34.165388884708946,64.89624429310277,58.58751416473989,82.09198671340548,83.06336134706432,3
60.99041965121793,44.43067062734326,68.75742432363097,71.47727645529193,86.02519807005685,75.98579082487811,61.905886541690855,75.73707452425509,5
65.62459375310085,68.75299711417759,63.25200548934748,46.33886369545941,67.88294684185342,40.60026216089293,74.25748872692293,56.445976758936006,1
60.97440081655905,82.35134776843466,63.69641387702534,69.61317238769855,96.99380525975485,59.47370128024715,72.27603236987592,85.18151211719005,9
97.78417276763406,84.18450141351444,87.78862383144794,80.70730312518826,45.31798166744342,68.49805138962651,100.0,65.20403776332054,0
69.79754162893099,77.56547598577615,50.320576819508176,96.08710218623654,70.97434286515426,87.22936930267208,67.59366555494967,44.67208039580805,7
54.1343360656615,61.880513575566404,76.9970453640446,55.92749907344221,47.81717957281165,66.31109441385124,87.52694968378003,71.19368998590402,2
82.33817368154783,40.347676465786144,80.92357160958798,62.114427920470256,59.48684775578659,67.7001494817599,80.60957658495872,52.6146441966024,3
51.68734525043467,62.571773529928976,67.86773239597271,68.56700639386693,59.39771822057208,68.6807994403282,68.24135668881502,60.92375658446938,3
73.13295392507133,65.43482693419072,83.3960174048016,55.38203347807164,65.99565539299219,42.644685193334105,51.340189963591605,80.60067181460882,3
40.60494814180337,65.30606549214978,72.21477760806175,84.67839593183885,52.175629739570205,79.88639651387398,69.2055466283553,68.20558933420811,7
50.07720926652354,79.27834535466887,88.25694881734168,68.94858181951565,68.92390663660731,79.26132355317061,83.488546401208,69.43828304039819,3
72.95291853803685,99.7851461652226,47.166920426112185,71.8293553506407,76.90699756721767,82.21744238930009,51.62773629656254,87.52599515201459,2
81.07699869993115,71.85293802761639,64.76837108489696,79.30259690161238,47.02145301067651,100.0,82.53564252302951,36.15825395536879,5
72.57052421784955,66.74902316265307,68.92280285723449,68.92432725436886,60.47601264955792,50.52217595519185,90.14330305631762,86.87333721235711,1
68.2652757641764,66.1116728049386,29.916889232929762,57.736913077362026,100.0,47.6796000309149,71.44010604867849,72.21231486233852,9
65.48344456616067,71.86577150361572,53.710708996321976,69.05469642552299,74.93855708298773,80.58800971898482,83.70545052135257,68.96278077903735,8
47.82217014448859,57.57559359477401,57.7960111846182,57.15727960729916,42.733881937273495,64.93766348221462,72.10381724388894,69.43419421712457,4
59.20233687407937,71.80297838119083,84.22308992235024,71.6197133367473,48.99301202860318,55.21557619694589,78.5707216138979,79.59680621683967,6
63.09041843560319,76.762185044977,59.39734980528099,84.95406581202695,73.38856368059291,65.76156298268546,92.40370428632754,85.38932859735365,0
85.85683339328374,73.14529095361732,57.728815190410344,52.375325615915024,71.50999057861357,60.724845623624184,46.69036074633159,66.45386918809439,1
75.15427434352692,76.86312901007172,82.26228670984287,47.01443497836861,61.1883579744868,95.8716560169575,58.52171660794275,67.98743303732356,2
43.55439766955899,76.50621414022802,45.73134031314918,70.7387490387951,100.0,100.0,88.76022156885031,79.13418993097305,3
74.86125954092192,43.42154976630334,38.93133898834642,58.483005748841414,100.0,45.46658062984801,91.52680886955838,38.52884959765699,9
64.22376579375525,79.55305237593105,64.57611549895981,70.47617911617954,66.03424960225415,47.85176780100045,48.88111093947299,68.51952525270434,2
59.84616999541062,59.934777315063194,48.28439847882467,74.80605280914551,83.09435298890108,58.609479930521395,93.43455396711073,77.47123516942949,1
79.17514433261302,53.56241255494063,48.854810580105266,37.844706566071906,83.84749256981503,59.65707937481482,31.41790875639902,62.60029654524288,5
85.46499283743927,53.433222582175055,78.60150687531973,80.34774141487813,85.83809709216366,58.371093299523714,79.38384278042618,58.02084629912992,0
83.96920178674299,76.50312415708794,83.13960756868869,52.45497245567127,60.39872017339144,67.08648730684729,73.28191428002505,67.71497054406369,7
57.411737151660425,66.6613760916272,81.83296323778188,69.66478074152965,99.09173825830806,63.29747798917089,59.00331036660475,61.225980716169445,0
65.36181436223178,44.77046824021884,86.6316499046085,60.109264968423545,68.97104205648387,49.69581110657023,59.92680814538886,66.31522206274958,9
74.96895147105346,77.17056722788425,88.61701480022202,61.72064477823558,76.32988121537667,54.59787638704029,60.479744382361304,62.918291019889516,1
84.63317690683539,48.40587803801759,38.071146867596035,95.40936909426982,70.03065265342465,93.19508248314347,66.93771368944475,93.42454383722925,2
62.81238643232065,72.09732037777316,76.756179398942,74.78901281193491,67.90470741551862,64.63827629897975,99.79053061887444,52.90708716462618,3
67.21511535004274,73.57748388509582,62.05587700645662,83.57032604430387,74.1760668990679,63.870536625610164,82.34655456210812,82.52170851904191,4
53.40497538990958,83.28365622542567,58.78863631014346,72.26412031304115,52.21171639309725,47.193442812587904,91.51606195103854,61.19157067269819,3
52.05690063878994,96.72527179700278,78.40621948313058,79.3002036198243,40.432704712395264,63.05174909043752,65.16884267672906,74.88723333786244,5
82.18788733591298,49.52985511149188,44.04556780156373,76.26067543215179,66.79929285979411,84.41353644351373,73.45388386085745,79.70539693630364,2
90.34360042856234,69.21289215905426,43.7333709119152,73.81684217030238,56.79358544615096,78.93327217704109,53.926080443247415,92.9559990953394,7
68.91984817629499,65.85497057433675,79.50359116122576,86.60733863747019,78.2125551697996,82.16648946960335,65.82332918861947,75.89379684727815,1
85.05299346838036,76.50624528941444,77.31679026266347,72.34758180766406,76.50685238067473,51.94604385885505,61.712506344032,64.05361289436246,8
75.42454037571451,73.23503156400427,72.05098983807265,100.0,70.20220029545052,51.705734748942284,77.32958836252311,70.98661123448592,6
60.323203680923136,64.7118063589507,56.80129892915295,84.40797359218656,92.22362185831578,87.0015358326108,59.39718415341262,98.77715172254894,7
75.4209340826262,63.386467170837165,81.15744451873186,52.90688953390465,69.90658481705545,82.3941120980165,57.44702602048816,72.45179485936981,5
93.07054849698955,53.25323717223928,80.20454338090714,67.35175436525526,48.127737355811554,66.12305857276529,75.94526378867724,50.38263661327992,4
69.46260941335073,84.81792373609764,71.27956772571181,75.95616399236002,66.64533637518376,82.79560402673616,69.19724549692269,64.25063561423079,4
93.46965483721009,76.88806272399295,52.34018438095343,70.66745253568055,87.56451650282514,51.955054416193164,59.49198912144863,63.86420728300645,6
30.703823438653835,83.76652296692706,63.6212748140574,80.30310128458252,41.736179905591854,51.332978383038025,57.30033803318274,80.94952672535528,3
82.32853756562835,65.34405795286729,82.56750516286664,81.9552505725081,68.58945509425035,45.738082712279144,59.48695336738026,51.67020562511157,0
71.30570602357257,60.147467969583545,89.9078683420268,49.60619521301553,78.63193051838432,75.42205649505468,82.21921790348044,62.38338760443346,5
65.51488974301198,53.825274000561585,65.10195094935507,89.21616317074742,100.0,73.25076811657101,76.26292213543901,73.20281253705599,4
71.37641164803253,75.38376375610989,66.25490548287607,62.547738017709335,88.12386455391409,62.16375219728565,58.67234312235355,65.79370163469471,6
40.18646628098661,54.40310163207648,67.57466337962408,61.061432412028644,71.98924575046729,58.294110855827334,59.26913768593057,71.36379635340408,0
66.70492168243732,97.72994603449825,74.12339513366459,61.01316410941689,77.8113883952042,100.0,52.790000469444465,72.21381279388854,6
75.35668857267619,50.38536128359839,61.283990499099644,82.12864608985875,41.53456959572611,66.11303509617419,64.1011260153342,73.21735840351845,9
92.16841067112274,74.10490178818753,26.587224136426244,65.99398452778321,54.25416721141056,90.82100521800965,71.84431379123487,56.09554414056837,1
62.22594672589529,93.50282060820679,87.89153502470646,60.046725334934386,79.76433506665946,67.80477348325778,56.81587988480359,81.96376296002315,6
57.87259595660218,78.98634638895713,96.92033420743824,63.640612638346944,72.41751094984477,62.48930938317002,100.0,61.97073258256126,9
62.47364434623195,72.6351056873767,60.81400210591431,43.079625116261845,74.33111779896089,91.24989264709585,79.35673652570497,69.82613041989545,1
83.73103176553111,55.47274529557156,54.00019946621839,57.367543540727695,70.51171980516041,81.84946180623994,69.51736685196991,51.8217557413465,2
74.93126664489526,49.27346217148444,67.94349216414666,51.40624677020351,69.92363653627729,69.63836465503525,71.27608937474439,70.5984096639838,6
62.05359694349442,81.55075163376378,67.18744174406841,65.96246004256163,71.54395972718196,87.00571167628918,49.12893133674916,72.85266222339321,1
77.69901149670034,92.5922086116242,84.93277865744439,79.96289905410389,54.15947223602792,100.0,52.01458362442995,70.54344925137224,3
71.4561632402206,63.41725014282743,70.81959162467557,78.3081385139984,66.56609541482601,59.014699502167666,89.84338171629751,58.29530689403292,8
84.52967485799334,52.91407738575474,58.11065754443225,88.85125746319875,51.33843052856738,77.07604970117877,94.52648243986236,86.91905399494854,5
59.469203591839715,33.127458541764724,50.223858241629266,85.5096372594493,60.70605314892638,63.861847543873786,36.76912855269855,78.7516051809604,7
65.08506780103347,55.28852734506194,82.9845127722951,62.07104927622434,87.938575138068,55.98188468847547,77.05576243139737,67.9164921906711,8
64.11837770301763,68.2951473625144,78.99266861746374,70.2860710113057,67.28871534253655,55.565998208258,90.7245775406888,67.77893852280877,8
